City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
239,Urumqi,CN,2022-02-04 02:00:55,43.801,87.6005,-4.85,84,100,2.24,fog
240,Boysun,UZ,2022-02-04 02:00:56,38.2061,67.1986,31.26,54,0,6.87,clear sky
241,Cap Malheureux,MU,2022-02-04 02:00:56,-19.9842,57.6142,80.47,84,100,10.0,overcast clouds
242,Mananjary,MG,2022-02-04 02:00:57,-21.2167,48.3333,75.49,91,100,11.9,moderate rain
243,Tezu,IN,2022-02-04 02:00:57,27.9167,96.1667,62.33,44,68,0.98,broken clouds
244,Rioja,AR,2022-02-04 02:00:58,-29.4111,-66.8507,80.02,59,40,1.23,scattered clouds
245,Campobasso,IT,2022-02-04 02:00:58,41.6333,14.5833,43.75,82,99,7.25,overcast clouds
246,Tuatapere,NZ,2022-02-04 02:00:59,-46.1333,167.6833,49.59,91,100,4.03,overcast clouds
247,Ribeira Grande,PT,2022-02-04 02:00:59,38.5167,-28.7,58.68,74,100,17.74,overcast clouds
248,Alta Gracia,AR,2022-02-04 02:00:59,-31.6529,-64.4283,74.88,84,4,5.37,clear sky
249,Adre,TD,2022-02-04 02:01:00,13.4667,22.2,64.0,12,4,17.94,clear sky
250,Puerto Ayora,EC,2022-02-04 01:52:10,-0.7393,-90.3518,75.54,92,8,5.01,clear sky
251,Constitucion,CL,2022-02-04 02:00:56,-35.3333,-72.4167,58.17,94,37,4.68,scattered clouds
252,Nantucket,US,2022-02-04 02:01:01,41.2835,-70.0995,50.04,95,100,20.04,overcast clouds
253,Hami,CN,2022-02-04 02:01:01,42.8,93.45,22.12,37,13,3.04,few clouds
254,Svetlogorsk,BY,2022-02-04 02:01:01,52.6333,29.7333,6.13,99,76,4.61,broken clouds
255,Colac,AU,2022-02-04 02:01:02,-38.3333,143.5833,72.18,41,1,9.22,clear sky
256,Mildura,AU,2022-02-04 02:00:13,-34.2,142.15,77.07,40,0,14.99,clear sky
257,Angoram,PG,2022-02-04 02:01:03,-4.0625,144.0661,88.21,56,48,5.03,scattered clouds
258,Pacifica,US,2022-02-04 02:01:03,37.6138,-122.4869,59.25,82,75,1.99,mist
259,Abhar,IR,2022-02-04 02:01:04,36.1468,49.218,34.3,62,5,4.99,clear sky
260,Westport,US,2022-02-04 01:58:08,41.1415,-73.3579,48.74,96,100,1.01,light rain
261,Soure,BR,2022-02-04 02:01:04,-0.7167,-48.5233,78.06,86,100,10.78,overcast clouds
262,Kahului,US,2022-02-04 02:00:57,20.8947,-156.47,83.46,73,11,10.0,few clouds
263,Tromso,NO,2022-02-04 01:56:33,69.6496,18.957,19.42,53,0,13.8,clear sky
264,Codrington,AU,2022-02-04 01:52:29,-38.2667,141.9667,65.52,62,81,15.01,broken clouds
265,Kalmunai,LK,2022-02-04 01:57:29,7.4167,81.8167,74.43,81,7,3.2,clear sky
266,Aquidauana,BR,2022-02-04 02:01:05,-20.4711,-55.7872,75.83,90,100,4.68,light rain
267,Vila Velha,BR,2022-02-04 01:56:09,-20.3297,-40.2925,76.95,95,75,5.01,broken clouds
268,Kibala,TD,2022-02-04 02:01:06,9.1104,18.3463,71.62,14,54,6.62,broken clouds
269,Makat,KZ,2022-02-04 02:01:06,47.6469,53.3463,33.24,77,100,21.3,overcast clouds
270,Saint-Joseph,RE,2022-02-04 02:01:07,-21.3667,55.6167,79.16,89,100,27.63,moderate rain
271,Mutoko,ZW,2022-02-04 02:01:07,-17.397,32.2268,62.78,93,25,2.84,scattered clouds
272,Kapit,MY,2022-02-04 02:01:08,2.0167,112.9333,79.09,93,100,0.45,overcast clouds
273,Baruun-Urt,MN,2022-02-04 02:01:08,46.6806,113.2792,-5.67,87,5,6.51,clear sky
274,Mae Hong Son,TH,2022-02-04 02:01:08,19.3003,97.9685,67.08,29,0,0.87,clear sky
275,Bahia Blanca,AR,2022-02-04 01:57:05,-38.7196,-62.2724,73.27,52,2,10.33,clear sky
276,Irati,BR,2022-02-04 01:57:43,-25.4672,-50.6511,65.71,99,100,2.77,overcast clouds
277,Jardim,BR,2022-02-04 02:01:09,-21.4803,-56.1381,73.13,97,100,1.7,overcast clouds
278,San Rafael,AR,2022-02-04 01:53:13,-34.6177,-68.3301,67.53,64,100,4.97,overcast clouds
279,Manokwari,ID,2022-02-04 02:01:10,-0.8667,134.0833,80.91,76,96,3.94,light rain
280,Kedougou,SN,2022-02-04 02:01:11,12.5579,-12.1743,74.32,15,0,3.31,clear sky
281,Plettenberg Bay,ZA,2022-02-04 02:01:11,-34.0527,23.3716,63.77,81,100,6.33,light rain
282,Namibe,AO,2022-02-04 01:53:15,-15.1961,12.1522,71.11,78,2,6.24,clear sky
283,Thinadhoo,MV,2022-02-04 02:01:12,0.5333,72.9333,81.82,70,62,8.34,broken clouds
284,Ketchikan,US,2022-02-04 01:52:07,55.3422,-131.6461,46.38,87,100,16.11,heavy intensity rain
285,Virginia Beach,US,2022-02-04 01:59:28,36.8529,-75.978,63.27,73,100,3.0,overcast clouds
286,Bambous Virieux,MU,2022-02-04 01:52:22,-20.3428,57.7575,80.85,89,75,25.32,light rain
287,Srednekolymsk,RU,2022-02-04 02:01:12,67.45,153.6833,-29.2,99,47,1.21,scattered clouds
288,Pacific Grove,US,2022-02-04 01:59:12,36.6177,-121.9166,59.76,81,99,1.99,overcast clouds
289,Whakatane,NZ,2022-02-04 02:01:07,-37.9585,176.9854,77.77,65,11,9.37,few clouds
290,Dudinka,RU,2022-02-04 02:01:13,69.4058,86.1778,-21.91,100,65,4.0,broken clouds
291,Namatanai,PG,2022-02-04 02:01:14,-3.6667,152.4333,84.51,68,90,10.83,overcast clouds
292,Halifax,CA,2022-02-04 01:47:57,44.6453,-63.5724,40.89,98,100,1.01,overcast clouds
293,Grand Gaube,MU,2022-02-04 02:01:14,-20.0064,57.6608,80.38,84,100,10.0,overcast clouds
294,Ahipara,NZ,2022-02-04 02:01:15,-35.1667,173.1667,77.4,69,88,14.43,overcast clouds
295,Okhotsk,RU,2022-02-04 02:01:15,59.3833,143.3,7.93,74,88,15.43,overcast clouds
296,Sioux Lookout,CA,2022-02-04 02:01:16,50.1001,-91.917,-8.72,93,100,4.72,overcast clouds
297,Drayton Valley,CA,2022-02-04 02:00:18,53.2168,-114.9854,-3.08,97,100,7.0,light snow
298,Khorramshahr,IR,2022-02-04 02:01:16,30.4397,48.1664,55.35,62,5,10.74,clear sky
299,Kutum,SD,2022-02-04 02:01:16,14.2,24.6667,57.16,15,0,12.62,clear sky
300,Lavrentiya,RU,2022-02-04 01:52:09,65.5833,-171.0,-0.15,60,0,20.49,clear sky
301,Jalingo,NG,2022-02-04 02:01:17,8.8833,11.3667,70.79,20,6,5.84,clear sky
302,Izvoarele Sucevei,RO,2022-02-04 02:01:18,47.75,25.1833,14.7,96,100,4.99,overcast clouds
303,Baoding,CN,2022-02-04 02:01:18,38.8511,115.4903,26.53,27,0,3.0,clear sky
304,Bonthe,SL,2022-02-04 02:01:19,7.5264,-12.505,75.97,88,2,2.98,clear sky
305,Sorland,NO,2022-02-04 02:01:19,67.667,12.6934,25.2,80,100,34.14,light snow
306,Tarko-Sale,RU,2022-02-04 02:01:19,64.9225,77.785,11.25,96,99,7.81,overcast clouds
307,Tommot,RU,2022-02-04 02:01:20,58.9564,126.2925,-6.63,91,100,7.74,overcast clouds
308,Hoquiam,US,2022-02-04 01:52:05,46.9809,-123.8893,47.84,95,75,5.75,broken clouds
309,Wajima,JP,2022-02-04 02:01:20,37.4,136.9,36.43,64,99,4.7,overcast clouds
310,Petropavlovsk-Kamchatskiy,RU,2022-02-04 01:59:45,53.0452,158.6483,30.79,43,75,11.18,broken clouds
311,Shadrinsk,RU,2022-02-04 02:01:21,56.0852,63.6335,26.69,95,100,14.23,light snow
312,Pietersburg,ZA,2022-02-04 02:01:21,-23.9045,29.4688,68.31,65,25,1.36,scattered clouds
313,Los Llanos De Aridane,ES,2022-02-04 01:52:31,28.6585,-17.9182,63.12,62,0,7.0,clear sky
314,Faya,SA,2022-02-04 01:49:28,18.3851,42.4509,53.71,58,10,3.53,clear sky
315,Kamenka,RU,2022-02-04 02:01:22,51.3223,42.7678,28.74,99,100,5.01,light snow
316,Harrison,US,2022-02-04 02:01:23,30.4091,-89.0436,71.62,95,100,11.5,overcast clouds
317,Nikolskoye,RU,2022-02-04 01:52:56,59.7035,30.7861,1.29,100,100,2.17,overcast clouds
318,Kpandae,GH,2022-02-04 02:01:23,8.4689,-0.0113,76.21,14,0,5.39,clear sky
319,Mumford,GH,2022-02-04 02:01:24,5.2618,-0.759,79.03,83,19,6.58,light rain
320,Devils Lake,US,2022-02-04 02:01:24,48.1128,-98.8651,-0.29,80,100,10.0,overcast clouds
321,Alta Floresta,BR,2022-02-04 02:01:25,-9.8756,-56.0861,71.85,94,34,1.28,scattered clouds
322,Sur,OM,2022-02-04 02:01:25,22.5667,59.5289,67.26,49,0,3.62,clear sky
323,Marang,MY,2022-02-04 02:01:26,5.2056,103.2059,78.57,82,100,5.44,overcast clouds
324,Kikwit,CD,2022-02-04 01:57:20,-5.041,18.8162,66.87,98,100,1.3,overcast clouds
325,Asau,RO,2022-02-04 02:01:26,46.4333,26.4,20.32,90,23,5.91,few clouds
326,Apostolove,UA,2022-02-04 02:01:27,47.66,33.7137,25.12,86,99,12.66,overcast clouds
327,Khandyga,RU,2022-02-04 02:01:27,62.6667,135.6,-27.54,96,77,1.3,broken clouds
328,Ulaangom,MN,2022-02-04 01:53:08,49.9811,92.0667,-22.13,83,19,3.0,few clouds
329,Simao,CN,2022-02-04 02:01:28,22.7886,100.9748,58.8,42,0,0.27,clear sky
330,Ust-Kuyga,RU,2022-02-04 02:01:28,70.0167,135.6,-34.28,100,100,4.25,overcast clouds
331,Noumea,NC,2022-02-04 02:01:29,-22.2763,166.4572,87.78,90,100,10.29,overcast clouds
332,Lokosovo,RU,2022-02-04 02:01:29,61.1333,74.8167,23.49,95,100,12.26,snow
333,Turkistan,KZ,2022-02-04 02:01:30,43.0,68.0,32.88,72,3,12.03,clear sky
334,Machilipatnam,IN,2022-02-04 02:01:30,16.1667,81.1333,71.8,77,17,7.74,few clouds
335,Sabla,NG,2022-02-04 02:01:30,12.7525,4.7077,65.16,15,0,17.2,clear sky
336,Ouahigouya,BF,2022-02-04 02:00:49,13.5828,-2.4216,66.79,14,5,10.07,clear sky
337,Kulu,TR,2022-02-04 02:01:31,39.0951,33.0799,32.41,98,100,10.33,light snow
338,Noshiro,JP,2022-02-04 02:01:31,40.2039,140.0242,29.34,69,100,18.54,light snow
339,Wonthaggi,AU,2022-02-04 02:01:32,-38.6044,145.5913,76.05,57,6,14.56,clear sky
340,Nazarovo,RU,2022-02-04 02:01:32,56.0064,90.3914,-0.74,97,100,3.91,overcast clouds
341,Shache,CN,2022-02-04 02:01:33,38.4167,77.2406,23.61,48,99,3.47,overcast clouds
342,Vanimo,PG,2022-02-04 02:01:33,-2.6741,141.3028,83.44,70,52,3.36,broken clouds
343,Samarai,PG,2022-02-04 02:01:34,-10.6167,150.6667,84.7,70,88,7.76,overcast clouds
344,Sasina,BA,2022-02-04 02:01:34,44.7987,16.739,30.18,74,100,4.07,overcast clouds
345,Luwingu,ZM,2022-02-04 02:01:34,-10.2621,29.9271,61.84,97,100,6.73,overcast clouds
346,Syriam,MM,2022-02-04 02:01:35,16.7722,96.2378,69.91,73,5,5.75,clear sky
347,Alofi,NU,2022-02-04 01:53:31,-19.0595,-169.9187,80.49,83,100,5.75,overcast clouds
348,Lagoa,PT,2022-02-04 02:01:35,39.05,-27.9833,57.76,74,100,13.2,overcast clouds
349,Awjilah,LY,2022-02-04 02:01:36,29.1081,21.2869,50.38,60,7,12.66,clear sky
350,Kodiak,US,2022-02-04 01:52:26,57.79,-152.4072,40.51,87,100,6.91,mist
351,Santa Rosa,PH,2022-02-04 01:52:39,14.3122,121.1114,86.09,70,85,12.37,overcast clouds
352,Qarchi Gak,AF,2022-02-04 02:01:37,37.04,66.7889,42.26,71,0,18.21,clear sky
353,Sorong,ID,2022-02-04 01:58:18,-0.8833,131.25,84.27,72,78,8.66,broken clouds
354,Ilulissat,GL,2022-02-04 01:52:32,69.2167,-51.1,14.56,93,100,19.84,light snow
355,Deputatskiy,RU,2022-02-04 01:49:21,69.3,139.9,-24.29,97,49,2.04,scattered clouds
356,Guerrero Negro,MX,2022-02-04 02:01:37,27.9769,-114.0611,59.94,30,0,16.78,clear sky
357,Sitka,US,2022-02-04 02:01:38,57.0531,-135.33,44.49,87,100,18.41,light rain
358,Abapo,BO,2022-02-04 02:01:38,-18.8333,-63.4667,67.32,95,76,0.58,broken clouds
359,Norman Wells,CA,2022-02-04 01:48:26,65.282,-126.8329,-34.56,67,20,3.44,few clouds
360,Zhuhai,CN,2022-02-04 02:01:39,22.2769,113.5678,59.97,76,40,20.71,scattered clouds
361,San Joaquin,US,2022-02-04 02:01:39,37.9333,-121.3011,57.15,47,0,0.0,clear sky
362,Avera,US,2022-02-04 02:01:40,33.194,-82.5271,69.85,72,100,14.88,overcast clouds
363,Zabid,YE,2022-02-04 02:01:40,14.1951,43.3152,74.35,65,1,6.33,clear sky
364,Chicama,PE,2022-02-04 02:01:41,-7.8447,-79.1469,72.32,73,53,6.76,broken clouds
365,Poya,NC,2022-02-04 02:01:41,-21.35,165.15,79.68,88,100,5.23,overcast clouds
366,Uvarovka,RU,2022-02-04 02:01:42,55.5278,35.6061,11.21,98,94,2.89,overcast clouds
367,Anloga,GH,2022-02-04 02:01:42,5.7947,0.8973,80.2,81,0,7.16,clear sky
368,Shannon,IE,2022-02-04 02:01:42,52.7039,-8.8642,41.13,87,75,14.97,broken clouds
369,Nabire,ID,2022-02-04 01:53:45,-3.3667,135.4833,78.37,87,100,2.44,overcast clouds
370,Bosaso,SO,2022-02-04 02:01:43,11.2842,49.1816,70.32,77,5,2.1,clear sky
371,Mackay,AU,2022-02-04 02:01:43,-21.15,149.2,81.68,70,100,10.02,overcast clouds
372,Nyurba,RU,2022-02-04 02:01:44,63.2842,118.3319,-27.18,100,86,3.2,overcast clouds
373,Hudson Bay,CA,2022-02-04 02:01:45,52.85,-102.3842,-15.59,97,56,5.03,broken clouds
374,Yuzhnyy,RU,2022-02-04 02:01:45,53.2542,83.6936,3.58,85,75,4.47,fog
375,Russell,US,2022-02-04 02:01:45,32.3502,-85.1999,69.4,87,100,14.97,moderate rain
376,Kangaatsiaq,GL,2022-02-04 02:01:46,68.3065,-53.4641,13.1,77,100,30.02,overcast clouds
377,Gondanglegi,ID,2022-02-04 02:01:46,-7.7479,112.0132,81.05,77,100,2.59,overcast clouds
378,Kungurtug,RU,2022-02-04 01:52:40,50.5994,97.5228,-13.38,98,88,1.01,overcast clouds
379,Rio Viejo,CO,2022-02-04 02:01:47,8.5874,-73.839,81.86,60,20,2.13,few clouds
380,Ngunguru,NZ,2022-02-04 02:01:47,-35.6167,174.5,78.17,81,29,13.78,scattered clouds
381,Fare,PF,2022-02-04 01:52:35,-16.7,-151.0167,81.23,70,0,14.61,clear sky
382,Ahuimanu,US,2022-02-04 02:01:48,21.4447,-157.8378,78.46,57,0,3.0,clear sky
383,Hisua,IN,2022-02-04 02:01:48,24.8333,85.4167,59.52,84,0,12.17,clear sky
384,Kokopo,PG,2022-02-04 02:01:49,-4.352,152.2633,85.14,64,56,13.47,broken clouds
385,Apitong,PH,2022-02-04 02:01:49,13.2391,121.2075,82.87,88,84,5.46,broken clouds
386,Laguna,US,2022-02-04 01:52:17,38.421,-121.4238,59.09,58,0,0.0,clear sky
387,Haukipudas,FI,2022-02-04 02:01:50,65.1765,25.3523,0.14,90,78,6.82,broken clouds
388,Leh,IN,2022-02-04 02:01:50,34.1667,77.5833,3.38,97,100,1.79,overcast clouds
389,Ibra,OM,2022-02-04 02:01:51,22.6906,58.5334,59.61,67,0,4.03,clear sky
390,Ponta Delgada,PT,2022-02-04 02:01:51,37.7333,-25.6667,60.49,77,20,12.66,few clouds
391,La Roda,ES,2022-02-04 02:01:51,39.2167,-2.15,45.91,64,86,9.17,overcast clouds
392,Richards Bay,ZA,2022-02-04 01:52:20,-28.783,32.0377,76.14,94,92,6.26,moderate rain
393,Pachuquilla,MX,2022-02-04 02:01:52,20.0667,-98.7,57.54,61,48,5.32,scattered clouds
394,Birjand,IR,2022-02-04 02:01:52,32.8663,59.2211,39.99,23,58,1.25,broken clouds
395,Pangnirtung,CA,2022-02-04 02:01:53,66.1451,-65.7125,-13.38,99,100,4.59,overcast clouds
396,Harper,LR,2022-02-04 01:57:01,4.375,-7.7169,77.81,84,13,3.56,light rain
397,Jiaozuo,CN,2022-02-04 02:01:54,35.2397,113.2331,39.13,46,0,3.96,clear sky
398,Chokwe,MZ,2022-02-04 02:01:54,-24.5333,32.9833,76.03,76,0,3.94,clear sky
399,Tautira,PF,2022-02-04 01:52:44,-17.7333,-149.15,87.82,76,42,15.41,scattered clouds
400,Sabang,ID,2022-02-04 01:52:25,5.8933,95.3214,82.29,71,87,14.03,overcast clouds
401,Angoche,MZ,2022-02-04 02:01:55,-16.2325,39.9086,74.68,90,100,5.59,overcast clouds
402,El Prat De Llobregat,ES,2022-02-04 02:01:55,41.3278,2.0947,55.74,78,0,9.22,clear sky
403,Ringas,IN,2022-02-04 02:01:55,27.35,75.5667,50.79,88,0,6.71,clear sky
404,Paranga,RU,2022-02-04 02:01:56,56.7039,49.4047,15.28,94,100,8.37,overcast clouds
405,Bermejo,AR,2022-02-04 02:01:56,-32.8833,-68.8,70.11,60,35,19.51,scattered clouds
406,Kitoy,RU,2022-02-04 02:01:57,52.6,103.9,-10.32,96,97,0.51,overcast clouds
407,Katobu,ID,2022-02-04 02:01:57,-4.9408,122.5276,86.27,62,90,7.78,overcast clouds
408,Talnakh,RU,2022-02-04 02:01:58,69.4865,88.3972,-13.54,98,79,7.2,broken clouds
409,Nyrob,RU,2022-02-04 02:01:58,60.733,56.7202,2.07,100,100,2.95,overcast clouds
410,Riyadh,SA,2022-02-04 02:00:01,24.6877,46.7219,61.61,37,12,5.59,few clouds
411,Nishihara,JP,2022-02-04 02:01:59,26.1842,127.7558,60.46,94,75,19.57,mist
412,Shingu,JP,2022-02-04 01:59:44,33.7333,135.9833,45.59,33,87,2.66,overcast clouds
413,Kirkwall,GB,2022-02-04 02:01:59,58.9848,-2.9587,35.65,80,75,24.16,broken clouds
414,Grindavik,IS,2022-02-04 02:02:00,63.8424,-22.4338,27.07,68,75,19.57,broken clouds
415,Tombouctou,ML,2022-02-04 02:02:00,20.0,-3.0,62.33,12,0,10.18,clear sky
416,Oussouye,SN,2022-02-04 02:02:00,12.485,-16.5469,70.63,73,0,6.17,clear sky
417,Mahalingpur,IN,2022-02-04 02:00:23,16.3833,75.1167,59.58,72,11,6.33,few clouds
418,Bridlington,GB,2022-02-04 02:02:01,54.0831,-0.1919,50.18,87,100,14.32,overcast clouds
419,Torbay,CA,2022-02-04 01:52:28,47.6666,-52.7314,38.57,83,100,24.16,overcast clouds
420,Elizabeth City,US,2022-02-04 02:02:02,36.2946,-76.2511,63.01,80,100,3.0,overcast clouds
421,San Cristobal,VE,2022-02-04 01:49:10,7.7669,-72.225,75.38,64,85,1.43,overcast clouds
422,Leningradskiy,RU,2022-02-04 01:52:05,69.3833,178.4167,-8.3,81,2,8.59,clear sky
423,Hodal,IN,2022-02-04 01:59:56,27.9,77.3667,51.58,94,86,9.86,overcast clouds
424,Cozumel,MX,2022-02-04 02:02:03,20.5083,-86.9458,78.12,86,0,1.01,clear sky
425,Elko,US,2022-02-04 02:01:38,41.0002,-115.5012,25.7,71,11,3.89,few clouds
426,Aykhal,RU,2022-02-04 01:53:37,66.0,111.5,-21.62,100,100,0.85,overcast clouds
427,Santiago Del Estero,AR,2022-02-04 01:58:43,-27.7951,-64.2615,79.29,66,17,3.6,few clouds
428,Kyzyl-Suu,KG,2022-02-04 02:02:04,42.3414,78.0056,21.24,81,100,5.59,light snow
429,Tepelene,AL,2022-02-04 02:02:04,40.2958,20.0192,37.18,58,59,2.53,broken clouds
430,Solnechnyy,RU,2022-02-04 02:02:05,50.7214,136.6319,0.25,93,99,2.42,overcast clouds
431,Port Hardy,CA,2022-02-04 02:01:38,50.6996,-127.4199,45.75,94,100,13.51,overcast clouds
432,Amahai,ID,2022-02-04 02:02:05,-3.3333,128.9167,85.93,59,100,1.14,light rain
433,West Wendover,US,2022-02-04 01:53:32,40.7391,-114.0733,26.49,56,49,2.66,scattered clouds
434,Sosva,RU,2022-02-04 02:02:06,59.1766,61.8558,21.24,94,100,5.97,overcast clouds
435,Ashcroft,CA,2022-02-04 02:01:35,50.7165,-121.2859,24.62,97,77,2.64,broken clouds
436,Buenos Aires,AR,2022-02-04 01:58:33,-34.6132,-58.3772,73.96,86,75,12.66,broken clouds
437,Santa Rosalia,MX,2022-02-04 02:02:06,27.3167,-112.2833,53.53,48,0,11.92,clear sky
438,Kloulklubed,PW,2022-02-04 02:02:07,7.0419,134.2556,82.38,76,30,22.15,scattered clouds
439,Tura,IN,2022-02-04 02:02:07,25.5198,90.2201,60.22,69,100,1.63,light rain
440,Yenagoa,NG,2022-02-04 02:02:08,4.9247,6.2642,76.87,85,6,2.42,clear sky
441,Santa Maria,BR,2022-02-04 02:02:08,-29.6842,-53.8069,74.5,83,75,3.44,broken clouds
442,Cabo San Lucas,MX,2022-02-04 02:02:09,22.8909,-109.9124,67.51,57,45,5.55,scattered clouds
443,Naze,JP,2022-02-04 02:02:09,28.3667,129.4833,53.96,73,100,17.45,overcast clouds
444,Dalbandin,PK,2022-02-04 02:02:10,28.8947,64.4101,44.78,33,0,4.25,clear sky
445,Portobelo,PA,2022-02-04 02:02:10,9.55,-79.65,78.62,87,16,10.56,few clouds
446,Beringovskiy,RU,2022-02-04 02:02:10,63.05,179.3167,0.86,77,100,18.43,overcast clouds
447,Camacha,PT,2022-02-04 02:02:11,33.0833,-16.3333,62.53,94,20,8.05,few clouds
448,Narsaq,GL,2022-02-04 01:53:48,60.9167,-46.05,24.08,97,100,7.7,snow
449,Berezovyy,RU,2022-02-04 02:02:11,51.6667,135.7,1.94,87,100,0.43,overcast clouds
450,Isfana,KG,2022-02-04 02:02:12,39.8386,69.5306,25.36,41,0,8.16,clear sky
451,Conceicao Do Araguaia,BR,2022-02-04 02:02:12,-8.2578,-49.2647,73.83,93,55,3.15,broken clouds
452,Griffith,US,2022-02-04 02:02:13,41.5284,-87.4237,24.98,71,100,4.0,overcast clouds
453,Tabuk,PH,2022-02-04 02:02:13,17.4189,121.4443,76.12,80,60,4.72,broken clouds
454,Merced,US,2022-02-04 01:58:40,37.1666,-120.7516,57.69,41,13,2.89,few clouds
455,Butterworth,MY,2022-02-04 02:02:14,5.3991,100.3638,84.24,75,20,5.75,few clouds
456,Sokolo,ML,2022-02-04 02:02:14,14.7328,-6.1219,69.22,14,8,8.21,clear sky
457,Paragominas,BR,2022-02-04 02:02:15,-2.9667,-47.4833,72.0,99,98,3.36,moderate rain
458,Gorontalo,ID,2022-02-04 01:53:36,0.5412,123.0595,82.49,75,100,4.92,overcast clouds
459,Ancud,CL,2022-02-04 01:52:27,-41.8697,-73.8203,61.23,96,44,3.18,scattered clouds
460,Lincoln,US,2022-02-04 02:01:54,40.8,-96.667,13.53,42,0,0.0,clear sky
461,Minab,IR,2022-02-04 02:02:16,27.1467,57.0801,62.73,36,0,3.13,clear sky
462,Goure,NE,2022-02-04 02:02:16,13.9835,10.2704,58.01,19,0,12.33,clear sky
463,Pishva,IR,2022-02-04 02:02:16,35.308,51.7267,45.61,43,38,4.38,scattered clouds
464,Turochak,RU,2022-02-04 02:02:17,52.2576,87.1224,-7.13,98,76,3.04,broken clouds
465,Vardo,NO,2022-02-04 02:02:17,70.3705,31.1107,26.62,63,100,13.06,light snow
466,Amarante,BR,2022-02-04 02:02:18,-6.2411,-42.8547,78.26,61,68,2.17,broken clouds
467,Havre-Saint-Pierre,CA,2022-02-04 01:53:11,50.2334,-63.5986,12.79,61,100,17.27,overcast clouds
468,Graaff-Reinet,ZA,2022-02-04 02:02:19,-32.2522,24.5308,60.93,83,100,7.05,light rain
469,Bengkulu,ID,2022-02-04 02:02:19,-3.8004,102.2655,78.3,83,98,3.15,overcast clouds
470,Yarada,IN,2022-02-04 02:02:19,17.65,83.2667,70.12,94,40,2.3,mist
471,Edd,ER,2022-02-04 01:52:25,13.9297,41.6925,81.16,32,2,14.83,clear sky
472,Mahajanga,MG,2022-02-04 02:02:20,-15.7167,46.3167,78.82,89,40,5.75,scattered clouds
473,Korsakov,RU,2022-02-04 02:02:20,46.6328,142.7813,17.44,74,96,16.33,overcast clouds
474,Bokoro,TD,2022-02-04 02:02:21,12.3807,17.0568,63.27,17,46,13.27,scattered clouds
475,Urengoy,RU,2022-02-04 02:02:21,65.9667,78.3667,4.73,97,100,5.57,overcast clouds
476,Antsohihy,MG,2022-02-04 02:02:22,-14.8796,47.9875,72.41,98,100,3.13,moderate rain
477,Anori,BR,2022-02-04 02:02:22,-3.7728,-61.6442,73.36,98,100,1.81,light rain
